Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
930668 ,MAR IVANIOS BETHANY SCHOOL,SINDHU PILLAI,Senior Secondary,31/03/2022,"KALAYAPURAM KOTTARAKKOVA KOLLAM KERALA ,691560","0474 ,2615289",sindhupillai2012@gmail.com,
931329 ,MAR IVANIOS BETHANY VIDYALAYA,MR. SHAJI G.,Senior Secondary,31/03/2023,"BETHANY NAGAR, BHASKAR NAGAR, VENPAKAL P O ,695123",",04712262313",bethanyivanios@gmail.com,
930980 ,MAR THEOPHILOSE BETHANY COVENT PUBLIC SCHOOL,Arunima S.I.C,Senior Secondary,31/03/2023,"VENNIKULAM PO, PATHANAMTHITTA DIST, KERALA-689544 ,689544","0469 ,2650733",principalmtbcps@gmail.com,
931008 ,MAR THOMA CENTRAL SCHOOL,Jijo T Mutheri,Secondary School,31/03/2026,"PUTHENKADAVU, CHERUNNIYOOR, VARKALA, TRIVANDRUM, KERALA ,695142","0470 ,2600505",jijoanchal@gmail.com,http://164.100.50.30/form/mainpage.aspx
931310 ,MAR THOMA CENTRAL SCHOOL,MRS. JETTY THOMAS,Secondary School,31/03/2023,"MAR THOMA CENTRAL SCHOOL,KOTOOR P.O, KAVIYOOR,THIRUVALLA-689582 ,689582",",04692690100",mtcstvla@gmail.com,www.mtcs.in
931322 ,"MAR THOMA CENTRAL SCHOOL, AYUR",Mrs.JAICY VARGHESE,Secondary School,31/03/2023,"CHADAYAMANGALAM P.O. AYUR ,691534",",04742007762",mtcschoolayur@gmail.com,http://www.mtcschoolayur.org
930073 ,MAR THOMA PUBLIC SCHOOL,Asha Mathews,Senior Secondary,31/03/2025,"THENGODE P.O COCHIN, DISTT ERNAKULAM, KERALA ,682021","0484 ,2422851",willy_asha@yahoo.com,
930052 ,MAR THOMA SENIOR SECONDARY SCHOOL,MR. SHAJI K THAYIL,Senior Secondary,31/03/2024,"KOZHENCHERRY PATHANAMTHITTA DIST. KERALA ,689641","0468 ,04682212096",mtsskzy@gmail.com,http://www.mtsskzy.com
931237 ,MARELLO  PUBLIC   SCHOOL,FR JOSEMON THELAPARAMBIL,Secondary School,31/03/2023,"PERUMPILLY NARAKAL P.O ERNAKULAM DT ,682505","0484 ,2494178",josemon3@gmail.com,http://www.marellopublicschool.co.in
930147 ,MARIA MONTESSORI CENTRAL SCHOOL,SULEKHA D,Senior Secondary,31/03/2026,"AMBALAPUZHA DIST. ALAPPUZHA KERALA ,680561","0477 ,2273505",sulekha.noopuram@gmail.com,
931100 ,"MARIA TERESA SCRILLI PUBLIC SCHOOL,",Siji,Secondary School,31/03/2026,"T.B. ROAD NORTH PARAVUR, ERNAKULAM NORTH PARAVUR ERNAKULAM DIST KERALA PIN 683513 ,683513","0484 ,2440420",sijithottiparambil@gmail.com,
930835 ,MARIAN ENGLISH MEDIUM SCHOOL,MISS SINSAMMA SEBASTIAN,Secondary School,31/03/2024,"ANAKAMPOIL. (P.O), THIRUVAMBADI (VIA), KOZHIKODE (DIST) KERALA ,673603","0495 ,04952276631",scnsincy@gmail.com,http://www.marianemschool.in
930738 ,MARIAN PUBLIC SCHOOL,Fr C SHAJI BEHANAN,Senior Secondary,31/03/2026,"KATTAPPANA IDUKKI DISTT KERALA ,685515","0486 ,8212100",fr.shajibehanan@yahoo.co.in,
930020 ,MARIAN SR SEC SCHOOL,RAJATHA B,Senior Secondary,31/03/2024,"KALATHIPADI VADAVATHOOR P.O, DISTT KOTTAYAM, KERALA ,686010","0481 ,2578458",marian.school@yahoo.in,
930982 ,MARIVANIOS BETHANY PUBLIC SCHOOL,SR  LUCIYA S I C,Senior Secondary,31/03/2023,"KOCHARA P.O. CHETTUKUZHY ,685551","0486 ,8288331",sicsrluciya@gmail.com,
930231 ,MARKAZ ENGLISH MEDIUM SCHOOL,RAMSI MUHAMMED,Senior Secondary,31/03/2024,"POST KARANTNUR KUNNAMANGALAM, DISTT KOZHIKODE, KERALA ,673571","0495 ,2803232",ramzymkp@gmail.com,http://markazonlin.com
931296 ,MARKAZ PUBLIC SCHOOL,SHAREEF K M,Secondary School,31/03/2025,"KOYILANDY,KURUVANGAD ,673620","0496 ,2621114",vpmpsqld@gmail.com,http://www.mpskoyilandy.com
931268 ,"MARKAZ PUBLIC SCHOOL, BALUSSERY",MR. MOHAMMED SHAFI A,Secondary School,31/03/2024,"MARKAZ PUBLIC SCHOOL,BALUSSERY ,673612","0496 ,04962640010,",principalmpsbly@gmail.com,http://www.mpsbalussery.com
931295 ,"MARKAZ PUBLIC SCHOOL,KAITHAPOYIL",SAKEENA KOYA,Secondary School,31/03/2025,"WEST KAITHAPOYIL,PUDUPPADI,CALICUT,673586 ,673586","0495 ,2232053",mpspuduppadihr@gmail.com,
930070 ,MARKAZUL ULOOM ENGLISH SCHOOL,MUNSEER C,Senior Secondary,31/03/2024,"KONDOTTY PO MALAPPURAM KERALA ,673638","0483 ,2711630",munseersv@gmail.com,
930932 ,MARTHA MARIYAM PUBLIC SCHOOL,Joykutti Philip,Senior Secondary,31/03/2025,"KOZHIPPILLY P.O., KOTHAMANGALAM-686691 ,686691","0485 ,8589052303",joyachayan@gmail.com,
931356 ,MARTHOMAN VIDYAPEEDOM,MRS. REJITHA KUMARI.K.V,Secondary School,31/03/2024,"MARTHOMAN VIDYAPEEDOM, NIRANAM PO, THIRUVALLA ,689621",",8281152642",mvidyapeedom@yahoo.com,www.marthoman.in
930866 ,MARUTHAMOUNTAINS ENGLISH MEDIUM SCHOOL PALLANA  ENGLISH MEDIUM SCHOOL PALLANA,MRS. PUSHPALATHA MS,Secondary School,31/03/2023,"PALLANA P O THRIKKUNNAPUZHA ALAPPUZHA DIST KERALA ,690515","0493 ,9495268579",maruthamountains880@gmail.com,http://www.maruthamountainsschool.com
930391 ,MARY GIRI ENGLISH MED SCHOOL,SR ROSA DELEMA T E,Senior Secondary,31/03/2023,"KUDAPPANAKUNNU PO THIRUVANANTHAPURAM KERALA ,695043","0471 ,2732724",marygirischool@yahoo.com,
931305 ,MARY IMMACULATE ENGLISH MEDIUM SCHOOL,MISS SMITHA GEORGE,Middle Class,31/03/2022,"MARY IMMACULATE ENGLISH MEDIUM SCHOOL. PATHIRAPPALLY P.O, ALAPPUZHA,KERALA - 688 521 ,688521",",04712248882",miems2004@gmail.com,http://www.maryimmaculateschool.org
931080 ,MARY MATHA ENGLISH MEDIUM SCHOOL,SR PRIYA PAUL D M,Secondary School,31/03/2026,"POTHENCODE PO THIRUVANANTHAPURAM, KERALA ,695584","0471 ,2411277",srpriyapauldm@gmail.com,
930657 ,MARY MATHA ENGLISH SCHOOL,Bindu George,Senior Secondary,31/03/2024,"PILATHARA PO MANDUR VIA KANNUR DISTT KERALA ,670501","0497 ,2802010",bindugeorge58@gmail.com,
930731 ,MARY MATHA PUBLIC SCHOOL,SOJA JOSEPH,Senior Secondary,31/03/2023,"THRIKKAKARA PO ERNAKULAM DISTT KERALA ,682021","0484 ,2425694",sojamuttathara@gmail.com,
930709 ,MARY MATHA PUBLIC SCHOOL,SR VINAYA GRACE,Senior Secondary,31/03/2023,"PATHANAMTHIUTTA DISTT KERALA ,689645","0468 ,2325510",vinayagrace1@gmail.com,
930859 ,MARY MATHA PUBLIC SCHOOL,ROSAMMA D,Senior Secondary,31/03/2022,"PARATHODU P.O., EDAKKUNNAM, KANJIRAPPALLY, KOTTAYAM, DISSTT. ,686512","0482 ,8271355",littlerosesabs@gmail.com,
930845 ,MARY MATHA PUBLIC SCHOOL,MRS. NIMY ANTONY,Secondary School,31/03/2024,"KADAPLAMATTOM P.O. KOTTAYAM DIST, KERALA - 686571 ,686571","0482 ,04822250690,",mmpublicschool@gmail.com,http://www.marymathapublicschool.com
931024 ,MARY MATHA PUBLIC SCHOOL CHAKKUPALLAM,FR BOBEN KURIAN,Secondary School,31/03/2026,"CHAKKUPALLAM P.O KUMILY ,685509","0486 ,8282205",boben143@gmail.com,
930449 ,MARY MOUNT PUBLIC SCHOOL,MISS ALEYAMMA SEBASTIAN,Senior Secondary,31/03/2024,"KATTACHIRA PO KOTTAYAM DISTT., KERALA ,686572","0481 ,04812536233",principalmmount@gmail.com,http://www.marymountpublicschool.org
930234 ,MARY NILAYAM ENGLISH MEDIUM U P SCHOOL,SR M ROSARITA A C,Senior Secondary,31/03/2024,"PONGUMMOODU TRIVANANTHAPURAM KERALA ,695011","0471 ,2441052",srmrosaritaac@gmail.com,
930377 ,MARY RANI PUBLIC SCHOOL,SICILY T S,Senior Secondary,31/03/2023,"PERUNNA PO CHANGACHERRY DISTT KOTTAYAM KERALA ,686102","0481 ,2400699",emilythekketheruvil@gmail.com,
930253 ,MARYGIRI ENGLISH MEDIUM SCHOOL,BRO VARKEY P T,Senior Secondary,31/03/2022,"PODIKKALAM KOOTTUMUGHAM P O SREE KANDAPURAM, KANNUR DISTT., KERALA ,670631","0460 ,2231211",brvarkeypt@rediffmail.com,
930194 ,MARYGIRI PUBLIC SCHOOL,FIGI P GEORGE ,Senior Secondary,31/03/2025,"KOOTHATTUKULAM P.O., DISTT ERNAKULAM, KERALA ,686662","0485 ,2252079",figicmi@gmail.com,http://www.marygiri.org
931284 ,MARYLAND PUBLIC SCHOOL,MR. GEORGE C KAKKANATTU,Secondary School,31/03/2022,"KALOOR P.O. THODUPUZHA PIN-686668 ,686668","0486 ,04862267405",marylandschoolkaloor@gmail.com,http://www.marylandpublicschool.in/
930036 ,MATHA SENIOR SECONDARY SCHOOL,RAJAN JOSEPH K,Senior Secondary,31/03/2023,"THUMPOLY ALLAPPEY NORTH ALAPPUZHA KERALA ,688007","0477 ,2245737",sooraj_savio@yahoo.com,matha_school@yahoo.com
930191 ,MATHEN MAPPILAI MEMORIAL  PUBLIC SCHOOL,Prof O Alexander,Secondary School,31/03/2023,"THEODICAL P.O. THIRUVALLA AYROOR KERALA ,689613","0469 ,2773307",mmmps2009@gmail.com,
931142 ,MATHEWS MAR ATHANASIUS RESIDENTIAL CENTRAL SCHOOL,MRS. SIBY MATHEW,Senior Secondary,31/03/2021,"ANGADICAL P.O.,CHENGANNUR ALAPPUZHA ,689122","0479 ,04792467499",mmarcentralschool@gmail.com,
930991 ,MCF PUBLIC SCHOOL,MUHAMMED M,Secondary School,31/03/2021,"P.B NO 71 BYE PASS ROAD KALPETTA, WAYANAD ,673121","0493 ,6275026",nibrasmuttil@gmail.com,
930865 ,MCLEOD'S ENGLISH SCHOOL,Beena CA,Secondary School,31/03/2025,"POOMALA P.O. SULTHAN BATHERY ,673592","0493 ,6220243",principal@mcleodsschool.com,http://www.mcleodtrust.org/school.html
931336 ,MECT PUBLIC SCHOOL,MRS. SAKKEEENA.T.K,Secondary School,31/03/2024,"KARA, VETTATHUR POST, PATTIKKAD VIA., MALAPPURAM DIST ,679326",",9447793732",mectps@gmail.com,mectps.com
930842 ,MEDICAL COLLEGE PUBLIC SCHOOL,SHIBU K,Senior Secondary,31/03/2022,"PARIYARAM MEDICAL COLLEGE P O KANNUR ,670503","0497 ,2808840",shibu.k20@gmail.com,http://www.mcpariyaram.com
930796 ,MEMS ENGLISH MEDIUM SCHOOL,VASANTHA MK,Secondary School,31/03/2022,"MEMS ENGLISH MEDIUM SCHOOL,THENJIPALAM(PO),MALAPPURAM(DT) ,673636","0494 ,2402643",memsschool@gmail.com,
931091 ,MERIDIAN PUBLIC SCHOOL PANDALLUR,Deepa,Secondary School,31/03/2026,"PANTHALLUR, KADAMBODE.PO, ERANAD, MANJERI MALAPPURAM ,676521","0483 ,2781333",principalmeridian@gmail.com,http://meridianps.in/
931433 ,"MES A A RAHIM MEMORIAL CENTRAL SCHOOL, ATHOLI",Mrs.Dhanyasree,Secondary School,31/03/2023,"ATHOLI POST, ATHOLIKAVUKOZHIKODE DISTRICT ,673315",",04962673800",mes20102010@gmail.com,
930369 ,MES CENTRAL SCHOOL,JANARDANAN,Senior Secondary,31/03/2024,"PUTHANATHANI PUNNATHALA PO DISTT MALAPPURAM KERALA ,676552","0494 ,2612050",jppkd15@gmail.com,
930371 ,MES CENTRAL SCHOOL,ANISHA SULTANA R,Senior Secondary,31/03/2024,"TANUR NADAKKAVU DISTT MALAPPURAM KERALA ,676302","0494 ,2440786",anishasultana1979@gmail.com,
930934 ,MES CENTRAL SCHOOL,CHRISTOPHER NELSON,Secondary School,31/03/2025,"KUNNUKARA P.O. ,683524","0484 ,2479947",cnelson91@yahoo.com,
931096 ,MES CENTRAL SCHOOL,NIZARKHAN P,Secondary School,31/03/2026,"VANIYAMBALAM, ATHANIKKAL, KARAD PO ,679339","4931 ,236207",ninkkv@gmail.com,
931145 ,MES CENTRAL SCHOOL A R NAGAR,MOHAMMED SHEREEF K,Secondary School,31/03/2022,"A R NAGAR, VATTAPPONTHA, PO KANNAMANGALAM (W), VIA AR NAGAR, MALAPPURAM (DT) KERALA - 676305 ,676305","0494 ,2494600",kmohammedshereef@gmail.com,
931262 ,MES CENTRAL SCHOOL CALICUT,AJITHA HEMACHANDRAN,Secondary School,31/03/2024,"PAVANGAD, PUTHIYANGADI PO, CALICUT ,673021","0495 ,2392307",ajithah5@gmail.com,
930249 ,MES COLLEGE OF ENGINEERING CAMPUS SCHOOL,SUNITA NAIR ,Senior Secondary,31/03/2025,"KUTTIPPURAM THRIKKANAPURAM MALAPPURAM KERALA ,679573","0494 ,2698150",Suni_nair2008@rediffmail.com,
931178 ,MES FATHIMA RAHIM CENTRAL SCHOOL KAITHAPOYIL,Joseph Pulimoottil Chacko,Secondary School,31/03/2022,"KAITHAPOYIL KANNOTH PO. VENCHERI KOZHIKODE DT. KERALA - INDIA 673580 ,673580","0495 ,2510677",sunny_pulimoottil@yahoo.co.in,
930072 ,MES INTERNATIONAL SCHOOL,ASHA BYJU,Senior Secondary,31/03/2024,"PATTAMBI POST PALAKKAD DISTT., KERALA ,679303","0466 ,2212673",ashabyju1967@gmail.com,http://www.mespattambi.
930118 ,"MES PUBLIC SCHOOL,P.VEMBALLUR",NOORJAHAN K A,Senior Secondary,31/03/2022,"P.VEMBALLUR ,680664","0480 ,2850396",noorj97@gmail.com,
930547 ,MET TIRUR CENTRAL SCHOOL,MUSLIAR SAJEER,Senior Secondary,31/03/2024,"ALINCHUVADU TIRUR MALAPURAM DISTT KERALA ,676101","0494 ,2427432",principalmettirur@gmail.com,
930881 ,MGM PUBLIC SCHOOL,MRS. BINCY JIJIMON,Secondary School,31/03/2024,"NJALIAKUZHY VAKATHANAM P.O. KOTTAYAM ,686538","0481 ,04812463580,",mgmpublicschool.njaliakuzhy@yahoo.com,http://www.mgemschool.org
930939 ,"MGM PUBLIC SCHOOL, PUNNAPPALAM,KOLAYAD",MARIAM M L,Secondary School,31/03/2026,"MGM PUBLIC SCHOOL, KOLAYAD.P.O,PIN 670650, KANNUR,KERALA,INDIA ,670650","0490 ,2303895",lillygeorge100@gmail.com,
930165 ,MIC ENGLISH SCHOOL,Mr. Yoosaf,Senior Secondary,31/03/2024,"CHERUKARA P.O MALAPPURAM KERALA, - 679340 ,679340","0493 ,,04933231180,",micemss@gmail.com,http://www.micschoolcherukara.in
930654 ,MICES PUBLIC SCHOOL,SONI JOSE,Senior Secondary,31/03/2024,"AREA CODE KILLIKKALLUNGAL PO KAVANUR VIA MALAPPURAM DISTT KERALA ,673639","0483 ,2110464",sonijose72@gmail.com,
931114 ,"MINHAJUL HUDA ENGLISH SCHOOL,EDAPAL",MR.RADHAKRISHNAN,Senior Secondary,31/03/2023,"THALAMUNDA, EDAPAL.P.O, EDAPAL. ,679576","0494 ,0494-2689112,2689113,",viceprincipal@mheducation.info,http://www.mheducation.info
930779 ,MITHRA CENTRAL SCHOOL,R. GEEETHAKUMARI,Secondary School,31/03/2011,"PATHARAM,SOORANAD SOUTH, KUNNATHOOR, KOLLAM, PIN-690567 KERALA S.INDIA. ,690567","0479 ,04762852216, 3208111",mcspatharam@yahoo.com,
931212 ,MMSKV ENGLISH MEDIUM SCHOOL,K G SANTHAKUMARI,Secondary School,31/03/2023,"PALACHUVADU PULIYOOR P.O CHENGANNUR ALAPPUZHA DIST KERALA STATE ,689510","0479 ,2464602",shanthamohan01@gmail.com,
930552 ,MNPM CENTRAL SCHOOL,RADHAMMA K G,Senior Secondary,31/03/2026,"KOTTAKKAKOM CHAVARA PO KOLLAM DISTT KERALA ,691583","0476 ,2680846",mnpmschool@gmail.com,
930702 ,MODEL PUBLIC SCHOOL,Jasmin,Senior Secondary,31/03/2022,"MODEL GARDEN CRPF PALLIPPURAM THRIVANANTHAPURAM KERALA ,695316","0471 ,2110815",modelpublicschool@gmail.com,
931012 ,MODEL PUBLIC SCHOOL,REJI THOMAS,Secondary School,31/03/2026,"PALLICKAL P.O. ,690503","0479 ,2133334",principalmpskattanam@gmail.com,
930162 ,MODERN ENGLISH MEDIUM SCHOOL,SR BLESSY MARIA,Secondary School,31/03/2024,"KANHIRANGAD TALIPARAMBA KANNUR DISTT. KERALA ,670142","0460 ,2227038",modernsecondarys@gmail.com,
930774 ,MODERN ENGLISH SCHOOL,USMAN   A,Secondary School,31/03/2021,"MANANTHAVADY(4TH MILE KELLUR), WAYANAD, KERALA 670645 ,670645","0493 ,5242604",mes4thmile@gmail.com,
930620 ,MODERN PUBLIC SCHOOL,SEEMA SANJAY,Senior Secondary,31/03/2020,"CHITTETHUKARA KAKKANAD KOCHI, DISTT ERNAKULAM KERALA ,682037","0484 ,2425552",seemasanjay0502@gmail.com,
930298 ,MOLOOR CENTRAL SCHOOL,balakrishnan e,Senior Secondary,31/03/2024,"NEELAYA MOLO OTTAPPALAM PALAKKAD KERALA ,679335","0495 ,2883311",,
930242 ,MONTFORT SCHOOL,BRO    JOSEPH THOMAS,Senior Secondary,31/03/2025,"ANAKKARA PO IDDUKKI KERALA ,685512","0486 ,8282598",joetecch2k2@hotmail.com,
930574 ,MONTFORT SCHOOL,FRANCIS XAVIOUR,Secondary School,31/03/2023,"CHINNAKANAL IDUKKI DISTT KERALA ,685618","4868 ,249345",Francissg1979@gmail.com,
931106 ,MONTFORT VALLEY SCHOOL,JOY THECKANATH,Senior Secondary,31/03/2025,"KULAPARACHAL P.O MURICKUMTHOTTY ,685619","0486 ,8247421",joytheck@gmail.com,http://www.montfortvalley.com
931287 ,MOTHER ALEXIA ENGLISH MEDIUM SCHOOL,Lisieux Maria,Secondary School,31/03/2025,"CHAYOTH ,671314","0467 ,9495956601",motheralexia@gmail.com,
930350 ,MOTHER INDIA HIGHER SEC SCHOOL,Venu G S,Senior Secondary,31/03/2025,"CHAVARCODE PARIPPALLY PO DISTT THIRUVANANTHAPURAM KERALA ,691574","0470 ,2693389",venu.kvkl@gmail.com,
930334 ,MOTHER INDIA INTERNATIONAL RESIDENTIAL PUBLIC SCHOOL,GEETHA KARUNAKARAN,Senior Secondary,31/03/2022,"ATTINGAL THIRUVANANTHAPURAM DISTT KERALA ,695101","0470 ,2625441",geethkarun@gmail.com,http://wwwmotherindia.edu
931009 ,MOTHER INDIA PUBLIC SCHOOL,Rupa B Nair,Senior Secondary,31/03/2023,"PULINJHIKKALPOIKA, THUMPODE ,695608","0472 ,2860750",principal.mips@gmail.com,
930916 ,MOTHER THERESA MEMORIAL CENTRAL SCHOOL,VASANTHAKUMARI AMMA,Senior Secondary,31/03/2022,"PULIPPARA, KALLARA, PANGODU(P.O) ,695609","0472 ,2862323",mtmcentralschool@gmail.com,
931225 ,MOULANA ABUL KALAM AZAD MEMORIAL ENGLISH MEDIUM PUBLIC SCHOOL,SAJNA YASIR KHAN,Secondary School,31/03/2023,"NEDUMANGADU VENJARAMOODU, ,695607","0472 ,2872804",MJETVJMD@GMAIL.COM,http://www.mam.edu.in
930469 ,MOULANA ENGLISH MEDIUM SCHOOL,RAVINDRANATH CR,Senior Secondary,31/03/2024,"HIDAYA NAGAR KOMBAM KODAKKAD PO PALAKKAD DISTT KERALA ,678583","0492 ,237224",cr.ravindranath5@gmil.com,
930716 ,MOUNT BETHANY PUBLIC SCHOOL,RAJAN ABRAHAM,Senior Secondary,31/03/2022,"KUMBAZHA PO PATHANAMTHITTA DISTT KERALA ,689653","0468 ,2232456",rajanabrahamaug13@gmail.com,
931369 ,MOUNT CARMEL CMI CENTRAL SCHOOL,MRS. SHAMLA N,Secondary School,31/03/2024,"ENATHU PO, ADOOR (VIA), PATHANAMTHITTA DIST. KERALA ,691526",",04734213533",mountcarmelenathu@gmail.com,http://www.mdcmi.ac.in
930589 ,MOUNT CARMEL RESIDENTIAL SCHOOL,LIKHITHA SUKESH,Senior Secondary,31/03/2022,"KANJIRAMKULAM THIRUVANATHAPURAM KERALA ,695524","0471 ,2261463",likhithavs@gmail.com,
930638 ,MOUNT CARMEL VIDYANIKETAN,SR NIVEDITHA CSST,Senior Secondary,31/03/2022,"MUTTAMHALAM PO KANJIKUJHY KOTTAYAM DISTT KERALA ,686004","0481 ,2573320",evginkavu@gmail.com,
931180 ,MOUNT FLOWER ENGLISH SCHOOL,SADIQUE K M,Secondary School,31/03/2022,"NARAMPARA PO ULIYIL KANNUR ,670702","0490 ,2435755",sadiquekm@gmail.com,http://www.idealuliyil.com
931015 ,MOUNT GUIDE INTERNATIONAL SCHOOL,SHAMSHAD T,Secondary School,31/03/2026,"PERINGATHUR, PULIYANABRAM POST, THALASSERY. ,670675","0490 ,2397377",principal@mountguideschool.com,http://www.mountguideinternational.org/
931002 ,MOUNT HIRA ENGLISH SCHOOL,SHAMSUDHEEN K,Secondary School,31/03/2026,"PATTAMBI, KONDOORKKARA P.O., PALAKKAD DIST., KERALA - 679 313 ,679313","0466 ,2233662",shamsumkd94@gmail.com,www.mounthirapattambi.com
930732 ,MOUNT MARY PUBLIC SCHOOL,SHILA A D,Senior Secondary,31/03/2024,"MAALAM KOTTAYAM DISTT KERALA ,686031","0481 ,2370985",shilapinakuzhathil@gmail.com,http://www.marygiri.org
930353 ,MOUNT SEENA PUBLIC SCHOOL,ANEESUDHEEN,Senior Secondary,31/03/2023,"PATHRIPALA NAGARIPURAM PO, PALAKKAD DISTT, KERALA ,678642","0491 ,2873532",principalmsps@mountseena.com,http://www.mountseena.com
930446 ,MOUNT TABOR ENGLISH SCHOOL,VARGHESE VAIDYAN P,Secondary School,31/03/2026,"MEPPADY WAYANAD KERALA ,673577","4936 ,282047",lionvvaidyan@gmail.com,
931112 ,MOUNT THABORE CENTRAL SCHOOL,Tom Mathew,Secondary School,31/03/2022,"PEECHANIKKAD, PULIYANAM P.O. ANGAMALY,ALUVA, ERNAKULAM ,683572","0484 ,2275295",principalmts@yahoo.com,
930533 ,MSGR RAYMOND MEMORIAL SCHOOL,Sr NIRMAL JOY,Secondary School,31/03/2023,"CHAMPANODA PO KOZHIKODE DISTT KERALA ,673528","0496 ,2667040",msgrraymond@gmail.com,
931355 ,MSMI ST.MARYS PUBLIC SCHOOL KOOMULLY,MISS SR.  MERCY THOMAS,Secondary School,31/03/2024,"KOOMULLY, MODAKKLLUR P O, ULLIYERI-KOZHIKODE ,673323",",04962700031",msmistmarysschool@gmail.com,msmistmaryskoomully.in
930705 ,MST PUBLIC SCHOOL,SRIKALA VETTOR,Senior Secondary,31/03/2024,"P C KAVOLA PO PARIPPAD KOTTAYAM DISTT KERALA ,686537","0481 ,2406772",sreekalavtoor@gmail.com,
930247 ,MTI CENTRAL SCHOOL,P UNNIKRISHNAN,Senior Secondary,31/03/2024,"POTTACHIRA NELLAYA P.O. CHETPAL CHY (VIA), DISTT PALAKKAD, KERALA ,679335","0466 ,2287061",mticentralschool@gmail.com,
930263 ,MUBARAK ENGLISH SCHOOL,AYOOB MOOVAKKAN,Senior Secondary,31/03/2022,"MANJERI COLLEGE PO MALAPPURAM KERALA ,676122","0483 ,2767474",ayubwynad@gmail.com,www.mubarakenglishschool.
930381 ,MUJAMMA ENGLISH MEDIUM SCHOOL,ABDUL MAJEED M,Senior Secondary,31/03/2024,"TRIKARPUR PO NEAR RLY STN DISTT KASARAGOD KERALA ,671310","0467 ,2212786",majeedmails@gmail.com,
930898 ,MYMA ENGLISH MEDIUM SCHOOL,MR. LIBIN OJ,Secondary School,31/03/2025,"PDANE, CHERUVATTUR ,671312","0467 ,04672276002",mymaems@gmail.com,www.mymaonline.info
931038 ,MYSTICAL ROSE SCHOOL,SR  LEEJA,Secondary School,31/03/2026,"TITANIUM P.O, VETTUCAUD, THIRUVANANTHAPURAM ,695021","0471 ,2500457",rosamysticalcbse@gmail.com,
930005 ,N S S HR SEC SCHOOL,MRS. PRASANNAKUMARI K S,Senior Secondary,31/03/2024,"TRIPUNITHURA ERNAKULAM DIST. KERALA ,682301","0484 ,04842777905",prasannabmenon@gmail.com,http://www.nsshsstpra.com
930002 ,N S S PUBLIC SCHOOL,MRS. DR P R MOHANA,Senior Secondary,31/03/2024,"PERUNTHANNI, VALLAKADAVU P O, THIRUVANANTHAPURAM, 695008 KERALA ,695008","0471 ,04712450588,",nsspspt@yahoo.com,http://nsspublicschool.com
930913 ,"N.G.P.M. CENTRAL SCHOOL,",MOHANDAS B,Secondary School,31/03/2025,"VENCHEMPU.P.O,PUNALUR,KOLLAM DISTRICT ,691333","0475 ,2250277",daspsk@yahoo.co.in,
930821 ,NADVATHUL ISLAM ENGLISH SCHOOL,SHAMEER E S,Secondary School,31/03/2024,"NADVAT NAGAR P.O. CHERTHALA, ALAPPUZHA DISCTICT-KERALA ,688559","0478 ,2874335",principalnies@gmail.com,
931335 ,NAGLE VIDHYA BHAVAN,MISS SR PREETHI CHACKO,Secondary School,31/03/2024,"NAGLE VIDHYA BHAVAN PRESENTATION SISTERS KANJOOR P O ERNAKULAM DISTRICT KERALA-683575 ,683575",",04842463345",naglevb@gmail.com,http://www.naglevidhyabhavan.com
930610 ,NAIPUNNYA PUBLIC SCHOOL,RAJALAKSHMY M P,Senior Secondary,31/03/2026,"PODUVA PURAM PO EDAKUNNU ERNAKULAM DISTT KERALA ,683582","0484 ,2450850",rajalakshmy@naipunnya.edu.in,http://www.saraswatimoder
931218 ,NAIPUNYA PUBLIC SCHOOL KOCHI,FRANCIS K A,Senior Secondary,31/03/2025,"SEA PORT- AIR PORT ROAD, THRIKKAKARA, KOCHI-21 ,682021","0484 ,2985320",franciskumpuckal@gmail.com,http://www.naipunnyakochi.in
930291 ,NAJATH ENG MED SCHOOL,MUHAMMED ISHAQ P,Secondary School,31/03/2023,"KARUVARAKUDU MALAPURAM DISTT KERALA ,676523","4931 ,280196",drishaqp@gmail.com,
930542 ,NAJATH PUBLIC SCHOOL,ANNAMMA K C,Senior Secondary,31/03/2023,"CHANGAMPUZHA NAGAR PO S KALAMASSERY KOCHI ERNAKULAM DISTT KERALA ,682033","0484 ,2550912",najath.pub.school@gmail.com,
930245 ,NALANDA PUBLIC SCHOOL,Smt.Kavita N P,Senior Secondary,31/03/2026,"THAMMANAM P.O. ERNAKULAM DISTT., KERALA ,682032","0484 ,2336518",r.jaishri2015@gmail.com,
931209 ,NARAYANA ENGLISH MEDIUM SCHOOL,SINDHU RAMESH,Secondary School,31/03/2022,"I/119 NARAYANA EDUCATIONAL COMPLEX, VADAKKETHARA, PAZHAYANNUR P.O. ,680587","4884 ,225188",msindhu.r@rediffmail.com,http://www.narayanaenglishmediumschool.com
930726 ,NARIKKUNI ENGLISH MEDIUM SCHOOL,REJINA SOOPY,Secondary School,31/03/2025,"PUNNUR PO CHERUPALAM KOZHIKODE DISTT KERALA ,673585","0495 ,2244581",rajinaibrabim417@gmail.com,
930763 ,NATIONAL CENTRAL SCHOOL,P J VARGHESE,Senior Secondary,31/03/2023,"EZHAMKULAM, PARAKODE POADDOOR, PATHANAMTHITTA ,691554","0473 ,4244599",n.centralschool@rediff.com,
