Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
2400044,KENDRIYA VIDYALAYA NO 2,ABHIJIT SAHA,Senior Secondary,31/03/2022,"ISHAPORE EAST LAND ESTATE P.O. BENGAL ENAMEL DT. 24 PARGONAS NORTH WEST BENGAL ,743122","033 ,25409004",2abhijitsaha@gmail.com,
2400029,KENDRIYA VIDYALAYA NO 2,KUNTI DEY,Senior Secondary,31/03/2007,"A F S KALAI KUNDA WEST BENGAL ,721303","3222 ,233627",kv2kalaikunda@gmail.com,
2400028,KENDRIYA VIDYALAYA NO 2,NILIMA KULLU,Senior Secondary,31/03/2021,"BINNAGURI CANTT DISTT JALPAIGURI WEST BENGAL ,735232","0356 ,3259452",kv2binnaguri@yahoo.com,
2400008,KENDRIYA VIDYALAYA NO 2,SHIVA KUMAR,Senior Secondary,31/03/2023,"HASIMARA PO HASIMARA JALPAIGURI DISTT WEST BENGAL ,735215","0356 ,2225877",shiva_76chem@rediffmail.com,
2400039,KENDRIYA VIDYALAYA NO 2,KISHOR KUMAR,Senior Secondary,31/03/2023,"RAILWAY SETTLEMENT P.O. KHARAGPUR, DISTT MIDNAPUR WEST BENGAL ,721301","3222 ,255964",iamkumarkishor@gmail.com,http://www.kvasansol.org
3300017,KENDRIYA VIDYALAYA NO 4,Dr A Nagamani,Senior Secondary,31/03/2009,"B C P P KAVERI VIHAR KORBA WEST P.O JAMNIPALI NTPC TOWNSHIP (KORBA) CHHATTISGARH ,495450","7759 ,231800",nagamanisharma78@gmail.com,
1500048,KENDRIYA VIDYALAYA NO-2,DILLIP KUMAR TRIPATHY,Secondary School,31/03/2022,"NUAPADA, MADHUPATNA, CUTTACK, ODISHA ,753010","0671 ,2341555",dillpireena@gmail.com,
2400002,KENDRIYA VIDYALAYA NO.1,SUDHANYA KARAN,Senior Secondary,31/03/2021,"E B BLOCK SECTOR-1 SALT LAKE KOLKATA, WEST BENGAL ,700064","033 ,23212767",principalsaltlake@gmail.com,
1500057,KENDRIYA VIDYALAYA NO.2 SAMBALPUR (BURLA),MR. GANESH PADHAN,Secondary School,31/03/2021,"KENDRIYA VIDYALAYA NO.2 SAMBALPUR(BURLA) AT/PO- BURLA DIST- SAMBALPUR STATE- ODISHA (768017) ,768017",",06632431077",kvsambalpur2@gmail.com,http://www.kv2sambalpur.org.in/
1500062,"KENDRIYA VIDYALAYA NO.2, ANGUL",MRS. SUSMITA PRADHAN,Secondary School,31/03/2022,"AT- RAILWAY COLONY, RANIGODA, PO- TURANG, DIST- ANGUL, ODISHA, PIN-759123 ,759123",",9861850836",kvangul2@gmail.com,www.no2angul.kvs.ac.in
1500017,KENDRIYA VIDYALAYA NO.3,DAMODAR PUROHIT,Senior Secondary,31/03/2020,"MANCHESWAR RAILWAY COLONY BHUBANSHWAR, DISTT KHURDA, ORISSA ,751017","0674 ,2748437",dpurohit06@yahoo.co.in,http://www.kvzakhama.com
1500032,KENDRIYA VIDYALAYA NO.4,SNEHASUTA SHADANGI,Senior Secondary,31/03/2025,"AT NEELADRI VIHAR, P.O. SAILASHREE VIHAR, BHUBANESHWAR, DISTT KHURDA ORISSA ,751021","0674 ,2721298",sneha_shadangi@rediffmail.com,
1500046,KENDRIYA VIDYALAYA NO.5,PRATIMA MISHRA,Senior Secondary,31/03/2021,"KALINGANAGAR, FUNCTIONING AT GOVT BOYS HIGH SCHOOL, UNIT-IX, BHUBNESWAR, ODISHA ,750022","0674 ,2386624",pratimamishra64@gmail.com,
1500047,KENDRIYA VIDYALAYA NO.6,ARJUN SAHU,Secondary School,31/03/2017,"POKHARIPUT, DT KHORDHA, BHUBANESHWAR, ODISHA- 751020 ,751030","0674 ,2351910",arjunarjunsa@rediffmail.com,
3300034,KENDRIYA VIDYALAYA SARAIPALI,MR. RAHUL DEV,Secondary School,31/03/2024,"C/O GOVT. GIRLS HIGHER SECONDARY SCHOOL, NEAR TEHSIL OFFICE, MAIN ROAD, SARAIPALI, DIST. MAHASAMUND C.G. ,493558",",07725227715",saraipalikv@gmail.com,https://saraipalli.kvs.ac.in
3300035,KENDRIYA VIDYALAYA SUKMA,MR. JITENDRA KUMAR,Secondary School,31/03/2024,"BALAK CHHATRAVAS AROHAN, EDUCATION HUB, KUMHARRAS ,494111",",07864284264",kvsukma@gmail.com,https://sukma.kvs.ac.in/
1500100,KENDRIYA VIDYALAYA VYASNAGAR,MR. SIDDHARTHA CHANDAN PATTANAIK,Secondary School,31/03/2024,"C/O N. C. HIGH SCHOOL CAMPUS ,755019",",06726220032",kvvyasanagar@gmail.com,http://vyasnagar.kvs.ac.in
2400061,"KENDRIYA VIDYALAYA, RAMBI,",DEBADATTA PRASAD DASH,Secondary School,31/03/2018,"NHPC, TLDP-III, P.O. REANG, VIA-SILIGURI DIST. DARJEELING 734 321 ,194401","3552 ,204033",dpdashkvs@gmail.com,
3330358,KENT INTERNATIONAL SCHOOL,MRS. RINU TIWARI,Secondary School,31/03/2022,"VILL JHEET BLOCK PATAN DIST DURG ,491111",",8085251885",kentintschooldurg@gmail.com,
1530109,KERALA ENGLISH MED. SCHOOL,MR. BIJAYA KUMAR BHARATI,Senior Secondary,31/03/2024,"SHIKSHA NAGARI,PO-CHAMPUA, DIST-KEONJHAR,ODISHA-758041 ,758041","6767 ,06767-240177",principal.kems@yahoo.com,http://www.kemschampua.org
2430010,KHALSA MODEL SR SEC SCHOOL,JAYANT BISWAS,Senior Secondary,31/03/2025,"135 B T ROAD DUNLOP BRIDGE CALCUTTA WEST BENGAL ,700035","033 ,25787255",kmsss135@gmail.com,http://www.aceacademy.in
3330159,KHALSA PUBLIC SCHOOL,RAKHI JAIN,Senior Secondary,31/03/2025,"WARD NO 11 BUDHVARI PARA, DONGARGARH ,491445","7823 ,233772",rjrakhijain1982@gmail.com,
2430236,KHARAGPUR VISION ACADEMY,MR. AVIJIT JANA,Senior Secondary,31/03/2023,"SADATPUR, P.O.- RAKHAJUNGLE, P.S.- KHARAGPUR LOCAL, PIN CODE-721301,DIST.- PASCHIM MEDINIPUR WEST BENGAL ,721301",",03222242099",kvaschool2016@gmail.com,http://www.kvaschool.edu.in
1530089,"KHARIAR PUBLIC SCHOOL,KHARIAR",MR. L. SRINIVASA,Senior Secondary,31/03/2024,"AT/PO-KHARIAR WARD NO -02 ,766107","6671 ,9937147386",kps_khr@rediffmail.com,www.khariarpublicschool.org
1530105,KIITT INTERNATIONAL SCHOOL,SANJAY KUMAR SUAR,Senior Secondary,31/03/2023,"KIIT CAMPUS-9; AT/PO: KIIT, BHUBANESWAR, DISTT KHURDA, ORISSA ,751024","0674 ,2725805",principal@kiitis.ac.in,http://www.kiit-is.org
3330360,KINGS AND QUEENS INTERNATIONAL SCHOOL,MR. V. BALA SUBRAMANYAM,Secondary School,31/03/2022,"PADUM NAGAR BHIALI-3 ,490025",",0788-2112418",kingsqueens1213@gmail.com,http://www.kingsqueensbhilai.org
1530181,KISHNI DEVI GOVIND RAM SARAFF PUBLIC SCHOOL,KAKULI BOSE,Secondary School,31/03/2022,"WARD NO.08 PS JONK KHARIAR ROAD, NUAPADA ,766104","6678 ,221415",bosekakuli10@gmail.com,
3330260,KRISHNA PUBLIC SCHOOL,DR. PRASHI TIWARI,Senior Secondary,31/03/2023,"KHOPLI ROAD, WARD NO-14, UTAI-BHILAI, DISTRICT-DURG (CHHATTISGARH) 491107 ,491107",",7999139623",kpsutai@gmail.com,www.kpsutai.com
3330022,KRISHNA PUBLIC SCHOOL,SABITA TRIPATHI,Senior Secondary,31/03/2022,"NEHRU NAGAR BHILAI DURG CHHATTISGARH ,490020","0788 ,2292715",SAVITA.KPS@GMAIL.COM,
3330079,KRISHNA PUBLIC SCHOOL,PRIYANKA TRIPATHI,Senior Secondary,31/03/2022,"KRISHNAPURAM, DEOPURI-DUNDA, P.O. SEJBAHAR, DIST. RAIPUR, CHHATTISGARH ,492015","0771 ,4289201",priyanka.kps@gmail.com,
3330206,KRISHNA PUBLIC SCHOOL INTERNATIONAL,MRS. APARNA TRIPATHI,Senior Secondary,31/03/2025,"SECTOR - 27,SLICE- I, NAYA RAIPUR ,492002","0771 ,07714010200",kps.newraipur@gmail.com,www.kpsnayaraipur.com
3330397,"KRISHNA PUBLIC SCHOOL TENDUA,HIRAPUR",MRS. DEEPIKA AGRAWAL,Secondary School,31/03/2023,"KRISHNA PUBLIC SCHOOL TENDUA, ON NANDANVAN ROAD, NEAR BANGLAMUKHI MANDIR, (VILG:TENDUA) ,492099",",07712572015",kpshirapur18@gmail.com,http://kpshirapur.com
3330376,KRISHNA PUBLIC SCHOOL TULSI,MR. ANURAG GULAL,Senior Secondary,31/03/2023,"KRISHNA PUBLIC SCHOOL TULSI, NEAR CRPF CAMP, TULSI - BARADERA ROAD, TULSI, RAIPUR (C.G.) ,492101",",9009060100",kps.tulsi@gmail.com,kpstulsi.com
3330124,"KRISHNA PUBLIC SCHOOL,",MR. R S PANDEY,Senior Secondary,31/03/2024,"NEAR VAISHALI NAGAR POLICE CHOWKI, SUNDER NAGAR, POST - SUPELA, BHILAI, DIST - DURG (C.G.) ,490023","788 ,7882294838",rspandey2008@gmail.com,www.kpssundernagar.com
3330227,"KRISHNA PUBLIC SCHOOL, SARONA",MRS. ARCHANA MISHRA,Senior Secondary,31/03/2026,"WARD NO. 70. SARONA, RAIPUR ,492010","0771 ,07716555535",kpssarona@gmail.com,http://www.kpssarona.com
3330143,"KRISHNA PUBLIC SCHOOL,BILASPUR",RUNKI AMBASTHA,Senior Secondary,31/03/2026,"GRAM-KONI,NEAR GURU GHASI DAS UNIVERSITY, BILASPUR ,495001","7752 ,260080",principalbsp.kps@gmail.com,
3330263,"KRISHNA PUBLIC SCHOOL,PULGAON, DURG.",MR. MAYANK SHARMA,Senior Secondary,31/03/2023,"KRISHNA PUBLIC SCHOOL,PULGAON ,491001",",9285022283",director@kpsdurg.com,www.kpsdurg.com
2430223,KRISHNAGAR PUBLIC SCHOOL,MRS. REKHA GOSWAMI,Senior Secondary,31/03/2022,"PALPARA MORE, NH- 34 ,741102",",7407028080",kpsnadia2016@gmail.com,http://www.kpsnadia.org
1530270,KRISHNAMURTY WORLD SCHOOL,MRS. ASHA T.R,Senior Secondary,31/03/2024,"JARIPADA, NEAR PRATAP NAGARI, N.H-5, ,753011",",6712304678",krishnamurtyworldschool@gmail.com,www.krishnamurtyworldschool.org
3330268,L.B.S.GLOBAL PUBLIC SCHOOL BALODA,DR.DEEPMALA MISHRA,Secondary School,31/03/2026,"HARDI BAZAR ROAD BALODA ,495559",",07817251168",lbsbaloda2006@gmail.com,http://lbsbaloda.org
2430057,LAKSHMIPAT SINGHANIA ACADEMY,MEENA KAK,Senior Secondary,31/03/2025,"12-B ALIPUR ROAD CALCUTTA WEST BENGAL ,700027","033 ,24793600",meenakak@gmail.com,http://www.lsakolkata.com
1530016,LAKSHMIPAT SINGHANIA PUBLIC SCHOOL,L N MURTY,Senior Secondary,31/03/2024,"P O JAYKAYPUR RAYAGADA DISTT ORISSA ,765017","6856 ,233805",ln12murty@gmail.com,
1530196,LAXMI NARAYAN PUBLIC SCHOOL,Satyabhama Das,Secondary School,31/03/2023,"AT. SAHADA P.O. SAHADA SABARANG ,756123","6784 ,8093675468",laxminarayanbdk@gmail.com,
3330224,LCIT PUBLIC SCHOOL,MR.SABINO DSOUZA,Senior Secondary,31/03/2026,"LCIT CHICHIRDA ROAD, BODARI NEAR HIGH COURT BILASPUR, C.G. ,495220","7752 ,07752217557,",info.lcitps@gmail.com,http://lcitps.edu.in/
3330368,LEELAS PUBLIC SCHOOL,DR. KAVITA GIRI GOSWAMI,Senior Secondary,31/03/2024,"MOTI PUR , TAH. PATAN ,DISTT.DURG (C.G) ,491111",",07714916658",lpsmaincampus@gmail.com,www.leelasgroup.com
3330073,LIONS DAV PUBLIC SCHOOL,CHETNA SHARMA,Senior Secondary,31/03/2021,"CCI ROAD AKALTARA DIST- JANJGIR CHAMPA ,495552","7470 ,792201",chetna201076@rediffmail.com,
3330422,LIONS PUBLIC SCHOOL,MR. RAVINDRA SINGH,Secondary School,31/03/2024,"VILLAGE:-KHARHARKUDA,MADWARANI,BLOCK-KARTALA ,495674",",7999880634",lionspublicschoolkharharkuda@gmail.com,www.lionspublicschoolkharharkuda.com
1530134,LIONS VOCATIONAL PUBLIC SCHOOL,Dr. Gobardhan Naik,Secondary School,31/03/2023,"AT/PO-PATNAGARH DISTRICT- BALANGIR ,767025","6658 ,222629",lvps222629@gmail.com,
1530146,"LITTLE ANGELS PUBLIC SCHOOL, BARPALI",RABINARAYAN SAHOO,Senior Secondary,31/03/2026,"CANAL ROAD, BARPALI ,768029","6646 ,256626",rabinarayansahoo9@gmail.com,
2430141,LITTLE ANGELS SCHOOL,MRS.RADHIKA SHARMA,Senior Secondary,31/03/2022,"NEOPANE LANE, MILAN MORE, PO- CHAMPASARI, ,734003","0353 ,0353-2577222,",littleangels.sil@gmail.com,http://www.littleangelssiliguri.in
1530025,LITTLE ANGELS SCHOOL,UMMUL MOBESSARAT BEGUM,Senior Secondary,31/03/2025,"BRAJRAJ NAGAR DISTT JHARSUGUDA ORISSA ,768225","0664 ,5242458",umbegum@gmail.com,
3330177,LITTLE FLOWER HIGHER SECONDARY SCHOOL, Aasia Siddiqui,Senior Secondary,31/03/2026,"SECTOR-2, DEENDAYAL UPADHAYAY NAGAR, RAIPUR ,492001","0771 ,2263848",principallfhss@gmail.com,
2430078,LITTLE FLOWERS ENG SCHOOL,Sukla Dam,Senior Secondary,31/03/2026,"PARARPAR ALIPURDUAR DISTT JALPAIGURI WEST BENGAL ,736121","3564 ,256907",sukladam1@gmail.com,
1530149,LITTLE HEARTS TODDLERS ACADEMY,Priyanka Shukla,Senior Secondary,31/03/2025,"VILL. TALATARLA JUIOJAMUNALI ROAD ,759122","6764 ,232956",hgohil2012@gmail.com,
3330256,LITTLE ROSE ENGLISH MEDIUMSCHOOL,Mr.Jogindra Meher,Secondary School,31/03/2020,"P/0. PATHALGAON, DIST. JASHPUR (CHHATTISHGARH) ,496118","0431 ,07765-233901",lrs.pathalgaon@rediffmail.com,
2430145,LMET INTERNATIONAL SCHOOL,PAPIA BASAK,Senior Secondary,31/03/2025,"BAIRGACHHI, BALARAMPUR (DAKSHIN), DIST. MURSHIDABAD, WEST BENGAL ,742164","3482 ,232235",basak2_papia@rediffmail.com,
3330233,LOYOLA HIGHER SECONDARY ENGLISH MEDIUM SCHOOL,ZACHARIAS KERKETTA,Senior Secondary,31/03/2023,"VILL/TOWN- KUNKURI, P.O. KUNKURI, TEHSIL- KUNKURI, DIST.- JASHPUR, CHHATTISGARH PIN- 496225 ,496225","7764 ,251253",zachariaskerketta@gmail.com,
3330115,LOYOLA SCHOOL,Fabianus Minj,Senior Secondary,31/03/2024,"RAJIV VIHAR, SECL POST ,495006","7752 ,248487",fabian_minj@yahoo.com,
1530131,LR DAV PUBLIC SCHOOL,NAMITA MOHANTY,Senior Secondary,31/03/2025,"GANDARPUR,COLLEGE SQUARE,CUTTACK ,753003","0671 ,2443545",principal.lrdav@gmail.com,
3330170,M. S. PUBLIC SCHOOL,Arpana Singh,Senior Secondary,31/03/2022,"SHRI SARVESHWARI NAGAR BAIKUNTHPUR, KORIYA ,497335","7836 ,2302043",mspublicschoolbaikunthpur@gmail.com,http://www.xyz.com
3320149,M.D.GOVT GIRLS HIGHER SEC SCHOOL,,Senior Secondary,31/03/2004,"GOURELLA BILASPUR CHHATTISGARH ,",",",,
3330158,M.G.M. HIGHER SECONDARY SCHOOL,Leena R Jacob,Senior Secondary,31/03/2025,"GAYATRI NAGAR, SHANKAR NAGAR P.O., RAIPUR (C.G.) ,492007","0771 ,4013557",leena.jacob2@gmail.com,http://www.mgmraipur.in
3330001,M.G.M. SR SEC SCHOOL,Dr B.D Tharakan,Senior Secondary,31/03/2023,"SECTOR VI BHILAI DURG CHHATTISGARH ,490006","0788 ,2283849",principal.mgmbhilai@rediffmail.com,
3330038,MA SARADA PUBLIC SCHOOL,MRS. ALPANA SHARMA,Senior Secondary,31/03/2025,"STREET 4 SEC 9 BHILAI DISTT DURG CHHATTISGARH ,490006","0788 ,07882242200",mspsbhilai@gmail.com,masaradaschool.in
3330375,"MAA BHARTI HR SEC SCHOOL , LORMI , MUNGELI",MR. SANJAY KUMAR SHARMA,Secondary School,31/03/2022,"WARD NO 2 , JAWAHARLAL NEHRU WARD HARI VIHAR COLONEY , LORMI , MUNGELI ,495115",",07756253005",maabhartihss2018@gmail.com,
3330259,MAA KALYANIKA PUBLIC SCHOOL,DR. VINIT GABA,Senior Secondary,31/03/2023,"AT POST MADANA, PENDRA ROAD ,495117",",07629269560",kalyanika123@gmail.com,http://maakalyanikapendra.org
1530004,MADNAWATI PUBLIC SCHOOL,BIJAYA KUMAR PRADHAN,Senior Secondary,31/03/2023,"AT/PO AINTHAPALI SAMBALPUR DISTT ORISSA ,768004","0663 ,2540428",bijaya.15pradhan@gmail.com,
2430261,MAGNUS GLOBAL SCHOOL,MISS TANIA SEN,Senior Secondary,31/03/2024,"KANDORSONA, PO + PS : SAKTIGARH ,713149",",9088899988",info@magnus.school,www.magnus.school
2430003,MAHADEVI BIRLA WORLD ACADEMY,ANJANA SAHA,Senior Secondary,31/03/2024,"17 A DARGA ROAD CALCUTTA WEST BENGAL ,700017","033 ,22873613",principal@mbwa.org.in,http://www.mbgirls.org.in
1530258,"MAHAMAYA PUBLIC SCHOOL, PAIKMAL",Mrs.TEJSHVENI RAI,Secondary School,31/03/2026,"AT-IN FRONT OF GOVT HIGH SCHOOL PAIKMAL ,768039",",9437056380",mpspaikmal@gmail.com,
3330226,MAHANADI ACADEMY,MR. KANWAL SINGH THAKUR,Senior Secondary,31/03/2024,"NEAR KARNESHWAR DHAM,DEURPARA ,493778","7700 ,8719894440",mahanadiacademy@gmail.com,http://www.mahanadiacademy.in
3330047,MAHARISHI VIDYA MANDIR,Ashwini Kumar Singh,Senior Secondary,31/03/2023,"VIJAYPUR DEEWANMUDA BOIRDADAR RAIGARH CHHATTISGARH ,496001","7762 ,215666",aksingh41265@gmail.com,
3330031,MAHARISHI VIDYA MANDIR,VAISHALI SETH,Senior Secondary,31/03/2026,"ALOPI NAGAR TATIBANDH RAIPUR CHHATTISGARH ,492099","0771 ,4066557",vaishali_rajiv@yahoo.com,
3330027,MAHARISHI VIDYA MANDIR,MRS. REENA SINGH,Senior Secondary,31/03/2025,"P.O. MANGLA BILASPUR CHHATTISGARH ,495001","0 ,0775240084",mvmbilaspur.1@mahaemail.com,www.mvmbilaspur-1.org
1530059,MAHARISHI VIDYA MANDIR,Srinibas Khadanga,Senior Secondary,31/03/2022,"SHADEV KHUNTA DISTT BALASORE ORISSA ,756001","0678 ,2251402",mvmbalasore@rediffmail.com,
1530087,MAHARISHI VIDYA MANDIR,GAYATREE SAMANTARAY,Secondary School,31/03/2023,"AT & PO TURANG VIG & DISTT ANGUL ORISSA ,759122","6764 ,232353",gayatree2005@gmail.com,
1530104,MAHARISHI VIDYA MANDIR,GAYATRI SAMANTRY,Secondary School,31/03/2025,"MAHARISHI VIDYA MANDIR, BACK SIDE OF OMP RAYAGADA, ORISSA - 765001 ,765001","0562 ,06856-222404",mvmgs_rayagada@yahoo.co.in,
1530103,MAHARISHI VIDYA MANDIR,ANNAPURNA RAY,Secondary School,31/03/2019,"MUKTA PUR ROAD NAYAGARH AT/PO NAYAGARH, ORISSA - 752070 ,752070","6753 ,252280",principalmvm_ngrh.orissa1@yahoo.com,
3330057,MAHARISHI VIDYA MANDIR,USHA TALWAR,Senior Secondary,31/03/2023,"STREET 26, SMRITI NAGAR BHILAI, DISTT DURG CHHATTISGARH ,249205","0788 ,2292261",mvmdurg@gmail.com,http://www.carmelkareli.com
3330071,MAHARISHI VIDYA MANDIR,HEMANT PRATAP SINGH,Senior Secondary,31/03/2026,"SARGAWAN ROAD SAKLO AMBIKAPUR DISTT SURGUJA CHATTISGARH ,497001","7774 ,236084",mvmambikpur8@gmail.com,
3330070,MAHARISHI VIDYA MANDIR,Amit Kumar Singh,Secondary School,31/03/2023,"KURANDI ROAD, ADWAL DISTT JAGDALPUR CHATTISGARH ,494001","7782 ,264906",Amitjdp28@gmail.com,
3330100,MAITRI VIDYA NIKETAN,MRS. SAJITHA THAMBI,Senior Secondary,31/03/2024,"RISALI SECTOR, BHILAI, DURG, C.G. ,490006","0788 ,0788-2351912",mvn@mecabhilai.org,http://www.mecabhilai.org
3330377,"MAITRI VIDYA NIKETAN, PATAN",MRS. AMBILI S,Secondary School,31/03/2023,"MAITRI VIDYA NIKETAN, BATHENA ROAD, PATAN ,491111",",07882351912",mvn.patan@gmail.com,
2430105,MANISHA INTERNATIONAL SCHOOL,B N SINGH,Senior Secondary,31/03/2025,"G.T.ROAD, RAJBANDH, DURGAPUR, URDWAN, WEST BENGAL-713212 ,713212","91 ,8373056001",mis@rahul.ac.in,
3330393,MANKA PUBLIC SCHOOL,MR. L N DHIMAR,Senior Secondary,31/03/2023,"TEHSIL ROAD, CHAMPA DIST-JANJGIR-CHAMPA CHATTISHGARH OIN-495671 ,495671",",9981672985",mpscph@gmail.com,http://www.mankapublicschool.com
2430098,MANOHARI DEVI BAJIA DAV PUBLIC SCHOOL,MALA SHARMA,Senior Secondary,31/03/2024,"N.H. 60, BIKNA P.O. KESIAKOLE, DISTT BANKURA, WEST BENGAL ,722155","3242 ,201051",mdb_dav@yahoo.com,
3330246,MANSAROWAR VIDYALAYA,MR. PAWAN SAHU,Senior Secondary,31/03/2022,"JANJGIRI-BMY ,490025","0788 ,07882113245,",mansarowarvidyalaya@gmail.com,http://www.mansarowarvidyalaya.co.in
3330053,MAR BASELIOUS VIDYA BHAWAN,Jolly Mathai,Senior Secondary,31/03/2024,"VAISHALI NAGAR PO SHANTI NAGAR BHILAI, DURG, CHHATTISGARH ,490002","0788 ,2243122",marbaselios11@gmail.com,
3330395,MATA SUNDARI PUBLIC SCHOOL,MR. SANTOSH KUMAR SARIPALLI,Senior Secondary,31/03/2024,"POOSITE OXY-ZONE, PANDRI ,492001",",07712583689",principalmsps@rediffmail.com,www.matasundari.org
3330189,MAYOOR SCHOOL,ANURADHA PANT,Senior Secondary,31/03/2023,"PRASADHANA , NEAR INTERNATIONAL CRICKET STADIUM, VILLEGE: UMARIYA, DIATRICT: RAIPUR, CHHATTISGARH ,492001","0771 ,6545001",principal@mayoorschool.in,http://www.mayoorschool.in
1530130,MBS PUBLIC SCHOOL,MR. AMIT KUMAR KAR,Senior Secondary,31/03/2025,"C/O. MAHA BODHI SOCIETY OF INDIA, PLOT NO. 4, UNIT - 9 , BHUBANESWAR - 751022 ,751022","0674 ,06742390745",mbspublicschool@yahoo.com,http://www.mbspublicschool.com
2430146,MEMARI CRYSTAL MODEL SCHOOL,Mr.Swapan Bhattacharyya,Senior Secondary,31/03/2024,"CHOTKHANDA, KALSHI, MEMARI, BURDWAN,713146 ,713146",",0342-2262339",principal@mcms-wecare.info,
3330021,MENNDNITE ENG SR SEC SCHOOL,ARCHANA GEORGE,Senior Secondary,31/03/2022,"DHAMTARI RAIPUR CHHATTISGARH ,493773","7722 ,238147",agprincipalmes@gmail.com,
3330363,MGM PUBLIC SCHOOL,MR. KURIAN JOHN,Secondary School,31/03/2023,"MGM PUBLIC SCHOOL STREET- 31 SHANTI NAGAR, BHILAI ,490026",",2294204",15883@cbseshiksha.in,http://www.mgmpublicschool.com
3330139,MILESTONE ACADEMY,MAMTA SHUKLA ,Senior Secondary,31/03/2026,"JUNWANI ROAD, KOHKA, BHILAI NAGAR, DURG- 492020 ,492020","0788 ,2293666",shuklamamta@hotmail.com,
3330176,MILESTONE PUBLIC SCHOOL,K L SIKHWAL,Secondary School,31/03/2023,"STATE HIGHWAY-5, RAJNANDGAON ROAD. ,491881","7820 ,7489976500",klsikhwalkd@gmail.com,
3330077,MINTU INTERNATIONAL PUBLIC SCHOOL,Gian Chand Indoria,Senior Secondary,31/03/2023,"GRAM PARSATTI ABHANPUR RAIPUR CHHATISGARH ,493661","0771 ,2473253",mailmegci@gmail.com,
1530313,MISBAH ENGLISH MEDIUM SCHOOL,MR. RAJESH KUMAR MISHRA,Secondary School,31/03/2024,"AT- TANGARANI, PO- JHUMPURA, DIST- KEONJHAR, ODISHA ,758031",",08658143808",mems.jmp@rediffmail.com,http://www.memsjhumpura.com
3330262,MM SCHOOL,MRS. SEEMA CHAUDHARY,Senior Secondary,31/03/2023,"VILLAGE:NAKATI, DHARAMPURA, NEAR SWAMI VIVEKANAND AIRPORT, RAIPUR, CHHATTISHGARH ,492101",",08236954321",admin@mmschool.ac.in,http://www.mmschool.ac.in
2430224,MODEL SCHOOL,Shri.Bimal Ojha,Senior Secondary,31/03/2025,"VILL+ PO BASANTAPUR, DIST MURSHIDABAD ,742406","0160 ,03481230033",bhossain1954@gmail.com,http://b-e-s.net/model/modfont.htm
3320192,MODEL SCHOOL,MANIK CHAND GUPTA,Senior Secondary,31/03/2017,"SEMARA BLOCK, KUSMI, DISTT. BALRAMPUR, CHATTISGARH ,497224","7778 ,274260",manikgupta58@gmail.com,
2430058,MODELLA CARETAKER CENTER AND SCHOOL,Abhaya Bose,Senior Secondary,31/03/2026,"VILLAGE JATIAKALI PS BHAKTINAGAR PO FULBARI GP II RAJGANG BLOCK DISTT JALPAIGURI WEST BENGAL ,734015","0353 ,2433478",principal.mccs@gmail.com,http://www.darjeelingscho
3330218,MODERN CONVENT SCHOOL,Mr.ANAND PRAKASH,Senior Secondary,31/03/2025,"C/O MR ANAND PRAKASH ,497001",",07774-220094",mcsambk@rediffmail.com,
3330165,MODERN EDUCATIONAL ACADEMY,G JAYASRI REDDY,Senior Secondary,31/03/2022,"RSB COMPOUND, NEW SARKANDA, MAIN ROAD ,495005","7752 ,419397",principalmeabsp@gmail.com,www.meabilaspur.org
1530070,MODERN ENGLISH SCHOOL,MRS. SUPRIYA PANIGRAHI,Secondary School,31/03/2024,"PO: JEYPORE DIST :KORAPUT PIN 764001 ORISSA ,764001","6854 ,251915,",1989modern@gmail.com,http://www.modernenglishschool.edu.in
1530274,"MODERN OXFORD PUBLIC SCHOOL, BERHAMPUR",Mrs.PADMINI PADHI,Secondary School,31/03/2022,"AUROBINDA NAGAR -1ST LANE ,760001","044 ,06802282021",oxfordschool.bam@gmail.com,
1530077,MODERN PUBLIC SCHOOL,GAYATRI DASH,Senior Secondary,31/03/2024,"AT MEGHADAMBARU PO KHURDA DISTT BALASORE ORISSA ,756135","6782 ,06782240997",gayatridashrvs@gmail.com,
1530042,MODERN PUBLIC SCHOOL,Krishna Sarkar,Secondary School,31/03/2025,"BIDANASI CUTTACK ORISSA ,753001","0671 ,2504813",mpschoolctc@gmail.com,
2430184,"MODI PUBLIC SCHOOL, SILIGURI",DR.JAYANTA PAL,Senior Secondary,31/03/2024,"PATHARGHATA ROAD, MATIGARA ,734010","0353 ,03542571616,",mpss_principal@yahoo.com,http://www.mpssiliguri.com
3330161,MONA MODERN ENGLISH MEDIUM SCHOOL,RITESH KESHARWANI,Senior Secondary,31/03/2022,"RAIGARH ROAD SARANGARH ,496445","7768 ,9424186886",monagroup2011@gmail.com,
3330426,MONA MODERN ENGLISH MEDIUM SCHOOL,MR. SAMANTO BHOI,Senior Secondary,31/03/2024,"CHANDRAPUR BARAMKELA ,496551",",07768",monabaramkela@gmail.com,monaschoolbaramkela.org
3330160,MONNET D.A.V. PUBLIC SCHOOL,RAVI K BHASKARAN,Senior Secondary,31/03/2022,"M.I.E.L. TOWNSHIP ,496661","7762 ,214393",ravikb1969@gmail.com,http://www.monnetgroup.com
