Affiliation Number,Name,Head/Principal Name,Status,Affiliated unto,Address,Phone no.,Email,Website
2756172,GOVT. BOYS SR. SEC. SCHOOL NO-2,SURESH CHANDRA SHARMA,Senior Secondary,31/03/2023,"MOHAN GARDEN NEW DELHI ,110043","011 ,25355995",gbsssno2mg@gmail.com,
2758052,"GOVT. BOYS SR. SEC. SCHOOL,",FAIYAZ AHMAD KHAN,Senior Secondary,31/03/2023,"RAMJAS LANE, KAROL BAGH, NEW DELHI- 110 005. ,110005","011 ,28723514",sbv2128014@gmail.com,
2750133,GOVT. BOYS SR. SECONDARY SCHOOL,SANT RAM PANDLA,Senior Secondary,31/03/2025,"Y BLOCK MANGOL PURI ,110083","011 ,27913476",srpandla.1985@gmail.com,
2750136,GOVT. BOYS SR.SEC. SCHOOL,RAKESH RAHI ,Senior Secondary,31/03/2025,"SHAHBAD DAIRY, DELHI ,110042","011 ,27822006",drakeshrahi@yahoo.com,
2760103,"GOVT. CO-ED . SARVODAYA VIDYALAYA, PHASE-III",.,Senior Secondary,31/03/2024,"SECT-21, ROHINI, DELHI -110086 ,","011 ,65072262",,
2750179,GOVT. CO-ED SECONDARY SCHOOL  BHALSWA VILLAGE DELHI 42,MR. BRAHAM PRAKASH,Secondary School,31/03/2022,"NEAR KATHIA BABA ASHRAM BHALSWA VILLAGE DELHI 42 ,110042",",9999671324",govt.school1309302@gmail.com,
2756188,"GOVT. CO-ED SECONDARY SCHOOL,",ASHA RANI RELAN,Secondary School,31/03/2022,"VIPIN GARDEN , ND-59 ,","011 ,00000000",asharelan01@gmail.com,
2760106,GOVT. CO-ED. SARVODAYA VIDYALAYA,.,Senior Secondary,31/03/2022,"SECT-22, DELHI-110086 ,",",",,
2760104,GOVT. CO-ED. SECONDARY SCHOOL,.,Secondary School,31/03/2022,"F & G BLOCK, SECT-15, ROHINI, DELHI-110089 ,221010","0542 ,450549",drnwahal@gmail.com,
2760107,GOVT. CO-ED. SECONDARY SCHOOL,.,Senior Secondary,31/03/2023,"SECT-4, ROHINI, DELHI-110085 ,",",",,
2756153,"GOVT. CO-EDU SEC. SCHOOL,",PANKAJ GROVER,Senior Secondary,31/03/2025,"RAGHUBIR NAGAR, ,110027","011 ,25925990",pg25in@gmail.com,
2750137,GOVT. CO-EDUCATION SR. SEC. SCHOOL,BADAN SINGH,Senior Secondary,31/03/2024,"HAREWALI, DELHI ,110039","011 ,27752087",GSSHAREWALI@GMAIL.COM,
2762095,GOVT. GIRLS SEC. SCHOOL NO. 1,PURNIMA KUMARI,Secondary School,31/03/2021,"J.J. COLONY, NEW SEELAMPUR ,110053","011 ,22568388",ggssjjcolony53@yahoo.com,
2750139,GOVT. GIRLS SEC. SCHOOL NO.1,SHAKUNTALA DEVI,Secondary School,31/03/2022,"J J COLONY, BHALASWA DAIRY, DELHI-110042 ,110042","011 ,27812017",ggssbd1309261@yahoo.com,
2760097,"GOVT. GIRLS SR, SEC. SCHOOL",SHASHI VARUN,Senior Secondary,31/03/2022,"D- BLOCK, SULTANPURI ,110041","011 ,25181544",school_1412088@yahoo.co.in,
2768054,GOVT. GIRLS SR. SEC SCHOOL,AJAY PAL SINGH,Senior Secondary,31/03/2025,"MUKUNDPUR VILLAGE, DELHI-110 042 ,110042","011 ,9711424283",apsingh520@gmail.com,
2760093,GOVT. GIRLS SR. SEC SCHOOL,MEENA PRAKASH,Senior Secondary,31/03/2025,"BEGUM PUR, DELHI ,110086","011 ,27581947",1413268zone13@gmail.com,
2752077,GOVT. GIRLS SR. SEC SCHOOL,MITHLESH SHARMA,Senior Secondary,31/03/2024,"SABHAPUR DELHI ,110094","0 ,0",misharma059@gmail.com,http://www.ssap.g.in
2750127,GOVT. GIRLS SR. SEC. SCHOOL,KAMLA CHALIHA,Senior Secondary,31/03/2025,"B BLOCK, METRO VIHAR HOLAMBI KALAN DELHI ,110082","011 ,27700808",kamla.chaliha@gmail.com,
2750111,GOVT. GIRLS SR. SEC. SCHOOL,NARENDER KUMAR,Senior Secondary,31/03/2023,"SECTOR 11 ROHINI DELHI-110085 ,110085","011 ,27571598",1413023zone13@gmail.com,
2766092,GOVT. GIRLS SR. SEC. SCHOOL,MINAKSHI SHRIVASTAVA,Senior Secondary,31/03/2024,"HASTESAL VILLAGE, NEW DELHI-110059 ,110059","011 ,25358247",ggssshastsal278@gmail.com,
2750130,GOVT. GIRLS SR. SECONDARY SCHOOL,RAVINDER KUMAR VERMA,Senior Secondary,31/03/2021,"POCKET 2 SECT A-6 NARELA DELHI ,110040","011 ,27782177",a6narela1310410@gmail.com,
2750145,GOVT. GIRLS SR. SECONDARY SCHOOL,MRINALINI GAUTAM,Senior Secondary,31/03/2022,"SHAHBAD, DAULATPUR, DELHI-110042 ,110042","011 ,27298266",gautam21m@gmail.com,
2756174,GOVT. SARVODAYA BAL VIDYALAYA,AJEET SINGH KATARIA,Senior Secondary,31/03/2022,"NIHAL VIHAR, NANGLOI, DELHI-110087 ,110059","011 ,25260627",arpitaarsh@gmail.com,
2766091,GOVT. SARVODAYA KANYA VIDYALAYA,RENU NIGAM,Senior Secondary,31/03/2022,"SHIV RAM PARK, NANGLOI DELHI-110087 ,11059","011 ,28364442",renunigam1987@gmail.com,
2750103,GOVT. SARVODAYA KANYA VIDYALAYA,NIRMAL BUNKAR,Senior Secondary,31/03/2023,"SECTOR-16 ROHINI DELHI ,110085","011 ,27872055",1413070zone13@gmail.com,
2766022,GOVT. SARVODAYA KANYA VIDYALAYA NO 1,RASHMI PURI,Senior Secondary,31/03/2025,"CHAND NAGAR NEW DELHI ,110018","011 ,25988194",purirasshmi24258@gmail.com,
2766021,GOVT. SARVODAYA KANYA VIDYALAYA NO 3,SHASHI PRABHA,Senior Secondary,31/03/2023,"TILAK NAGAR NEW DELHI ,110018","011 ,25992708",SKV31984TILAKNAGAR@GMAIL.COM,
2758011,GOVT.SARVODAYA BAL VIDYALAYA,VIRENDRA SINGH,Senior Secondary,31/03/2021,"TIMARPUR DELHI ,110054","011 ,23812127",sbvtimarpur1207012@gmail.com,
2730937,GREEN MEADOWS PUBLIC SCHOOL,Mrs.LAKSHMI PARIHAR,Secondary School,31/03/2023,"A-1,LAL BAHADUR SHASTRI MARG, KARAWAL NAGAR, DELHI-110090 ,110090",",8802323756",desso.satyavirsingh@gmail.com,
2730552,GURU ANGAD PUBLIC SCHOOL,MRS. MANJEET KAUR,Senior Secondary,31/03/2023,"GURUDWARA COMPLEX, ASHOK VIHAR, PHASE - I, DISTT NORTH WEST DELHI, DELHI ,110052","011 ,011-27418352",guruangadpublicschool@gmail.com,http://www.gaps.edu.in/
2730215,GURU HARKRISHAN PUBLIC SCHOOL,JASVINDER KAUR BHATIA,Senior Secondary,31/03/2010,"FATEH NAGAR NEW DELHI ,110018","011 ,25131174",bhatia.jasvinder@gmail.com,
2730220,GURU HARKRISHAN PUBLIC SCHOOL,JAGDIP SINGH GHUMAN,Senior Secondary,31/03/2023,"NANAK PIAO RANA PRATAP BAGH, DISTT EAST DELHI, DELHI ,110033","011 ,27117451",jsghuman55@gmail.com,www.stmarysjamshedpur.in
2730091,GURU HARKRISHAN PUBLIC SCHOOL,TEJINDER PAL KAUR GUJRAL,Senior Secondary,31/03/2025,"PUNJABI BAGH, DISTT WEST DELHI, NEW DELHI ,110026","011 ,25224201",tejinderpalkaurgujral@gmail.com,
2788039,GURU NANAK  GIRLS SR SEC SCHOOL,ARVINDER KAUR,Senior Secondary,31/03/2025,"SINGH SABHA ROAD SUBZIMANDI DELHI ,110007","011 ,23822018",gurunanakgirlsschool@gmail.com,
2730058,GURU NANAK PUBLIC SCHOOL,REEMA PUNJ,Senior Secondary,31/03/2025,"WEST AVENUE PUNJABI BAGH NEW DELHI ,110026","011 ,25228381",reema.punjmp@gmail.com,gnpspunjabibagh.org
2730226,GURU NANAK PUBLIC SCHOOL,NEERAJ VOHRA,Senior Secondary,31/03/2025,"PUSHPANJALI ENCLAVE PITAMPURA, DISTT NORTH WEST DELHI, DELHI ,110034","011 ,27011487",03gnps@gmail.com,
2730088,GURU NANAK PUBLIC SCHOOL,SS MINHAS,Senior Secondary,31/03/2023,"G-8 AREA, NEHRU MARKET RAJOURI GARDEN NEW DELHI ,110027","011 ,45140591",principal_minhas@yahoo.com,http://www.gnpsrg.in.com
2730083,GURU TEGH BAHADUR 3RD CENTENARY,SURJEET KOHLI,Senior Secondary,31/03/2024,"PUBLIC SCHOOL C-BLOCK MANSAROVER GARDEN NEW DELHI ,110015","011 ,46575555",gtb.mg@hotmail.com,
2730136,GURU TEGH BAHADUR PUBLIC SCHOOL,HARJEET KAUR TALWAR,Senior Secondary,31/03/2025,"BEHIND M BLOCK C-19 ZONE MODEL TOWN, DISTT NORTH WEST DELHI ,110009","011 ,27460656",pplgtb@gmail.com,www.gtbpschool.com
2730529,GURUSHARAN CONVENT,Mrs. Sudha Rampal,Senior Secondary,31/03/2026,"GH-9 NEAR TELEPHONE EXCHANGE PASCHIM VIHAR, DISTT WEST DELHI, NEW DELHI ,110087","011 ,25284564",gurusharanconvent@gmail.com,http://www.dps-hisar.in
2730390,GYAN DEVI SALWAN PUB SCHOOL,MUKUL JHA,Senior Secondary,31/03/2022,"OLD RAJINDER NAGAR, DISTT CENTRAL DELHI, NEW DELHI ,110060","011 ,25864268",principal.gdsps@salwanschools.com,
2730330,GYANDEEP VIDYA BHAWAN SENIOR SECONDARY SCHOOL,BEENA BHARDWAJ,Senior Secondary,31/03/2024,"BLOCK C-10 YAMUNA VIHAR, DISTT NORTH EAST DELHI, DELHI ,110053","011 ,22914048",beena01bhardwaj@gmail.com,
2778043,H.M. D A V SR SEC SCHOOL,RAMAKANT TEWARI ,Senior Secondary,31/03/2022,"DARYA GANJ NEW DELHI ,110002","011 ,23263622",rktiwari99@yahoo.com,
2788042,HAKIM AJMAL KHAN GIRLS SR SEC SCHOOL,AMEENA ILYAS,Senior Secondary,31/03/2021,"DARYA GANJ BACHO KA GHAR NEW DELHI ,110002","011 ,23287375",HAKIM.AJMALKHAN@YAHOO.CO.IN,
2730056,HANS RAJ MODEL SCHOOL,HEEMAL H BHAT,Senior Secondary,31/03/2019,"ROAD NO 73 PUNJABI BAGH NEW DELHI ,110026","011 ,45911500",heemal246@yahoo.co.in,bbpsgr@hotmail.com
2730304,HANS RAJ SAMARAK SR. SEC. SCHOOL,MRS. ANJU SINGH,Senior Secondary,31/03/2025,"OPP POCKET E DILSHAD GARDEN, DISTT NORTH EAST DELHI, DELHI ,110095","011 ,01122588724",hrssss.dg11@yahoo.com,www.hrssss.co.in
2730853,HANSRAJ INTERNATIONAL SCHOOL,MR. MOHIT VIAYRAN,Secondary School,31/03/2024,"GOL MARKET, PARTAP VIHAR, PART-I, KIRARI SULEMAN NAGAR, DELHI-110086 ,110086",",9319802680",hansrajschool07@gmail.com,www.hansrajinternationalschool.in
2730767,HANSRAJ MODEL SCHOOL,MRS. KUSHUM,Senior Secondary,31/03/2022,"B-220, RAMESH ENCLAVE OPP. R.K. PLAZA, ROHINI SECTOR-21, DELHI ,110086","011 ,65007272,",hrms1412261@gmail.com,
2730336,HAPPY HOME PUBLIC SCHOOL,Anita Hans,Senior Secondary,31/03/2024,"B-4 SECTOR - 11 ROHINI, DISTT NORTH WEST DELHI, DELHI ,110085","011 ,27572745",anita.happyhome@gmail.com,
2730072,HAPPY MODEL SCHOOL,ASTHA GHAI WALIA,Senior Secondary,31/03/2025,"B-2 JANAKPURI, DISTT WEST DELHI, NEW DELHI ,110058","011 ,25505865",happymodeljp@yahoo.com,http://www.bgsips.net
2730063,HAPPY SCHOOL,GITA ARORA,Senior Secondary,31/03/2024,"PADAMCHAND MARG DARYAGANJ NEW DELHI ,110002","011 ,23271695",happyschool.newdelhi@yahoo.com,www.svmmunger.com
2778007,HAPPY SR SEC SCHOOL,sr ramesh chandra,Senior Secondary,31/03/2021,"KASHMIRI GATE DELHI ,110006",",27515513",,
2778029,HARCOURT BUTLER SR SEC SCHOOL,ALKA CHAUDHRY,Senior Secondary,31/03/2024,"MANDIR MARG NEW DELHI ,110001","011 ,23363811",,
2770003,HARYANA SHAKTI SR SEC SCHOOL,VIRENDRA SINGH ,Senior Secondary,31/03/2024,"KANJHAWALA DELHI ,110081","011 ,25951700",haryanashaktischool@gmail.com,
2730638,HEERA LAL PUBLIC SCHOOL,ANJANA WATI,Senior Secondary,31/03/2025,"BHAGYA VIHAR, JAIN COLONY, MADANPUR DABAS ,110081","011 ,64992504",hlps03@yahoo.com,
2730204,HIMALAYA PUBLIC SR SEC SCHOOL,ALKA RAMPAL,Senior Secondary,31/03/2025,"D-12 SECTOR 7 ROHINI DELHI ,110085","011 ,27046118",alkapcs27@yahoo.com,http://www.vvdav.com
2778014,HIRA LAL JAIN SR SEC SCHOOL,SH. J.K.GUPTA,Senior Secondary,31/03/2026,"SADAR BAZAR DELHI ,110006","011 ,27770021",headg_school@yahoo.co.in,
2730044,HOLY CHILD SR SEC SCHOOL,Sr Valsa,Senior Secondary,31/03/2019,"TAGORE GARDEN NEW DELHI ,110027","011 ,25457879",Principal.holychild@gmail.com,
2730644,INDIAN CONVENT SCHOOL,BHARTI SHARMA,Senior Secondary,31/03/2020,"POCKET-3,SEC.24,ROHINI, DELHI-110085 ,110085","011 ,64660271",indianconventschools@gmail.com,
2730352,INDIRA IDEAL SCHOOL,RITU KULSHRESTHA,Senior Secondary,31/03/2023,"C-3 JANAK PURI NEW DELHI ,110058","011 ,41587995",ritukul@yahoo.com,
2730555,INDRAPRASTHA CONVENT SCHOOL,NITISHA YADAV,Senior Secondary,31/03/2025,"VILL AND P.O. BEGUM PUR, DELHI ,110041","011 ,27582030",ipcs2010@yahoo.co.in,http://www.avbil.net
2788015,INDRAPRASTHA HINDU GIRLS SR SEC SCH,SAVITA AGGARWAL,Senior Secondary,31/03/2024,"JAMA MASJID DELHI ,110006","011 ,23262559",id2127091@yahoo.com,
2730693,INDRAPRASTHA MODERN SCHOOL,RITU YADAV,Senior Secondary,31/03/2022,"B-246,247 , RAJEEV NAGAR, BEGAMPUR, OPP. ROHINI SECTOR-22 ,110086","011 ,9250018848",ipmodernschool@yahoo.in,
2730643,INDRAPRASTHA PUBLIC SCHOOL,HIRDESH,Senior Secondary,31/03/2026,"A-3, RAJEEV NAGAR, BEGUMPUR, SECTOR-22, ROHINI, DELHI-110086 ,110086","011 ,27582780",ipschoola3@gmail.com,
2730531,INDRAPRASTHA WORLD SCHOOL,SHIKHA ARORA,Senior Secondary,31/03/2025,"A-2 BLOCK, PASCHIM VIHAR, DISTT WEST DELHI, NEW DELHI ,110063","011 ,25258210",indraprasthaschool@yahoo.com,www.ndps.in
2730046,J D TYTLER SCHOOL,MRS J TYTLER,Senior Secondary,31/03/2024,"NEW RAJINDER NAGAR BEHIND R BLOCK NEW DELHI ,110060",",25734950",mjrpacademy@gmail.com,
2730564,JAGANNATH INTERATIONAL SCHOOL,ANURADHA GOBIND,Senior Secondary,31/03/2025,"D-BLOCK, PUSHPANJALI ENCLAVE, PITAMPURA, DELHI-110034 ,110034",",011-27017118",ska_1970@rediffmail.com,
2788029,JAGAT VIDYA S D GIRLS SR SEC SCHOOL,NANDNI LUTHRA,Senior Secondary,31/03/2024,"D-2 LINK ROAD JHANDEWALAN EXTN. KAROL BAGH NEW DELHI ,110005","011 ,00000000000",jvsdprincipal2015@gmail.com,www.jvsd.in
2730632,JAI HIND PUBLIC SCHOOL,RAMASHISH PANDEY,Senior Secondary,31/03/2026,"POOTH KHURD,DELHI ,110039","011 ,65797383",akkv1964@gmail.com,
2730465,JAI MANN PUBLIC SCHOOL,Mr. MRS MANISHA MANN,Secondary School,31/03/2023,"VPO KHERA KHURD DELHI ,110082",",27874652",,
2730270,JAIN BHARATI MRIGAVATI VIDYALAYA,ANUPMA BHARDWAJ,Senior Secondary,31/03/2023,"20TH KM G T KARNAL ROAD ALIPUR, DISTT WEST DELHI, DELHI ,110036","011 ,27201021",info@jmv.org.in,
2730319,JAIN BHARTI MODEL SCHOOL,Mamta Jain,Senior Secondary,31/03/2026,"E BLOCK SECTOR 16 ROHINI DELHI ,110085","011 ,27853000",jbmsbharti@gmail.com,
2788012,JAIN GIRLS SR SEC SCHOOL,SHASHI SHARMA,Senior Secondary,31/03/2024,"DHARAMPURA DELHI ,110006","011 ,23264844",shshi.sharma@yahoo.com,
2730385,JAIN HAPPY SCHOOL,SH R K SHARMA,Senior Secondary,31/03/2024,"SHAHEED BHAGAT SINGH MARG NEW DELHI ,110001",",23363514",rajivdear777@gmail.comn,
2778015,JAIN SAMNOPASAK SR SEC SCHOOL,JAGDISH SINGH,Senior Secondary,31/03/2025,"SADAR BAZAR RUI MANDI DELHI ,110006","011 ,23614657",jagdishs63@gmail.com,
2778009,JAIN SANSKRIT COMMERCIAL SR SEC SCH,SATENDRA KUMAR JAIN,Senior Secondary,31/03/2022,"KUCHA SETH DELHI ,110006","011 ,23272815",jscsss35@gmail.com,
2778042,JAIN SR SEC SCHOOL,ANJU RAGTAH,Senior Secondary,31/03/2022,"DARYAGANJ NEW DELHI ,110002","011 ,23271083",JAINSCHOOL@YAHOO.COM,
2730704,JAMES CONVENT SCHOOL,Sangeeta,Senior Secondary,31/03/2023,"F-34/2&3, SATSANG ROAD, NIHAL VIHAR, NANGLOI, NEW DELHI -110041 ,110041","011 ,25947474",jamesconventschool1@gmail.com,
2730152,JASPAL KAUR PUBLIC SCHOOL,Asha Saran Srivastava,Senior Secondary,31/03/2023,"'B' PASCHIMI SHALIMAR BAGH DELHI ,110052","011 ,27470022",GEORGEMATHEWJKPS@GMAIL.COM,http://www.jkps.org
2740001,JAWAHAR NAVODAYA VIDYALAYA,KUSUM KUMARI SINGH,Senior Secondary,31/03/2023,"MUNGESHPUR P.O. BAWANA, DELHI ,110039","011 ,27741768",kusumsingh5566@gamil.com,
2730440,JEEVAN PUBLIC SCHOOL,SEEMA,Senior Secondary,31/03/2021,"PRATAP VIHAR PART II KIRARI EXTENSION NANGLOI DELHI ,110041","011 ,65488257",seemasumitchoudhary@gmail.com,
2730563,JEEWAN JYOTI SENIOR SECONDARY SCHOOL,R K BANSAL,Senior Secondary,31/03/2025,"CH. HUKAM SINGH MARG SADATPUR, EXTN, SHAHADARA, DELHI ,110094","011 ,9650121850",rakeshbansal61966@gmail.com,http://www.dldavpp.com
2730750,JESUS GRACE MODERN SCHOOL,MRS. SHILPE RANI,Senior Secondary,31/03/2024,"ST NO.-13B, A-BLOCK BABA COLONY BURARI ,110084",",01132315541",shilpe12456@gmail.com,www.jesusgracemodernschool.in
2730680,JESUS MARY JOSEPH SCHOOL,Marykutty Antony,Senior Secondary,31/03/2026,"G-17, SITE-10, PASCHIM VIHAR, OPP. GH-2, ANKUR APARTMENT ,110063","011 ,45538691",delhijmj15@gmail.com,http://www.xyz.com
2730253,JHABBAN LAL DAV PUBLIC SCHOOL,INDU ARORA,Senior Secondary,31/03/2025,"J-BLOCK R B ENCLAVE PASCHIM VIHAR, DISTT WEST DELHI, NEW DELHI ,110063","011 ,45522816",anupama3469@gmail.com,
2730662,JINDAL INTERNATIONAL SCHOOL,Niti Sharma,Senior Secondary,31/03/2021,"SHAHBAD DAULATPUR, MAIN BAWANA ROAD, SECTOR-28, ROHINI, PHASE - IV ,110042","011 ,65232031",niti55551111@gmail.com,
2730416,JOSEPH AND MARY PUBLIC SCHOOL,SINDHU PRASEETH,Senior Secondary,31/03/2026,"SHASTRI PARK NATHUPURA BURARI DELHI ,110084","011 ,27612796",praseeth.sindhu205@gmail.com,
2730550,JYOTI MODEL SCHOOL,Pankaj Gulati,Secondary School,31/03/2015,"C - 18 , ACHARYA KRIPLANI ROAD ,110033","011 ,27682469",thegulatizone@gmail.com,
2730334,K D MODEL SCHOOL,MR. RAJENDER KUMAR,Secondary School,31/03/2025,"BAWANA ROAD BARWALA DELHI ,110039","011 ,01127822205",kdmodelschool@gmail.com,
2730538,K R MANGALAM WORLD SCHOOL,Ms  Priya Arora,Senior Secondary,31/03/2025,"H BLOCK, VIKAS PURI, DISTT WEST DELHI, DELHI ,110018","011 ,28541441",PRINCIPAL.VP@KRMANGALAM.COM,
2776015,KALGIDHAR KHALSA SR SEC SCHOOL,HARVINDER KAUR,Senior Secondary,31/03/2019,"SUBHASH NAGAR NEW DELHI ,110027","011 ,25132483",kkssssubhashnagar@gmail.com,
2730829,KALINGA INSTITUTE OF SOCIAL SCIENCES DELHI GOVERNMENT SENIOR SECONDARY RESIDENTIAL SCHOOL,Mrs. Kumkum Sharma,Senior Secondary,31/03/2024,"VILLAGE ISSAPUR, NAJAFGARH, DELHI-110073 ,110073",",01123315876",kissdelhi@outlook.com,www.kissdelhi.ac.in
2730819,KAMS CONVENT SCHOOL,MRS. SONIA,Secondary School,31/03/2022,"122, MAIN ROAD, KUSHAK NO.2, VILLAGE QADIPUR, DELHI-110036 ,110036",",9212628324",kamsconventschool122@gmail.com,
2730567,KASTURI RAM INTERNATIONAL SCHOOL,ANIL KUMAR BHATNAGAR,Senior Secondary,31/03/2023,"SECTOR A - 10, NARELA, DISTT NORTH DELHI, DELHI ,110040","011 ,27781912",ak56bhatnagar@gmail.com,http://www.gudhainternational.com
2700038,KENDRIYA VIDYALAYA,DR POONAM BHARDWAJ,Senior Secondary,31/03/2022,"SECTOR 22 AT SECTOR 3 ROHINI DELHI ,110085","011 ,27512701",poonamrajshiva@gmail.com,http://www.kvnhpclok.org
2700037,KENDRIYA VIDYALAYA,KUMUD SRIVASTAVA,Senior Secondary,31/03/2023,"SECTOR 25 ROHINI DELHI ,110085","011 ,27947920",kumud1958@gmail.com,
2700035,KENDRIYA VIDYALAYA,MITA ADHIKARY,Senior Secondary,31/03/2023,"SECTOR 3 ROHINI DELHI ,110085","011 ,27525310",ADHIKARYMITA@GMAIL.COM,
2700034,KENDRIYA VIDYALAYA,UTTAM KUMAR,Senior Secondary,31/03/2022,"SEC 8 ROHINI DELHI ,110085","011 ,27944923",kvsector8rohini@gmail.com,http://www.kvnehu.org
2700033,KENDRIYA VIDYALAYA,SABIRA SHORI,Senior Secondary,31/03/2025,"PASCHIM VIHAR NEW DELHI ,110087","011 ,43055822",kvpaschimvihar@yahoo.co.in,
2700029,KENDRIYA VIDYALAYA,DEVENDER KUMAR,Senior Secondary,31/03/2025,"VILLAGE HASTSAL VIKAS PURI NEW DELHI ,110059","11 ,25648201",devender15965@gmail.com,http://www.kvranikhet.com
2700027,KENDRIYA VIDYALAYA,SUBHASH CHANDER,Senior Secondary,31/03/2026,"A F S GHOGA BAWANA DELHI ,110039","011 ,27754563",kv_bawana@yahoo.com,http://www.kv1chakeri.org
2700021,KENDRIYA VIDYALAYA,LEENA SINGH,Senior Secondary,31/03/2017,"SAINIK VIHAR DELHI ,110034","011 ,27022979",kvsainikvihar@yahoo.co.in,http://www.kvsvdelhi.com
2700026,KENDRIYA VIDYALAYA,RAMA RAGHURAM,Senior Secondary,31/03/2022,"T P BLOCK PITAM PURA DELHI ,110034","011 ,27325256",KVPITAMPURA@GMAIL.COM,http://kvpushpvihar.com
2700012,KENDRIYA VIDYALAYA,HARINDER SINGH LAMBA,Senior Secondary,31/03/2023,"KESHAV PURAM DELHI ,110035","011 ,27395361",harindersinghlamba@gmail.com,
2700009,KENDRIYA VIDYALAYA,perveen kumar malik,Senior Secondary,31/03/2021,"ROBERT SQUARE GOLE MARKET NEW DELHI ,110001","011 ,23747395",KVGOLEMARKET@GMAIL.COM,www.kvcrpfdurgapur.com
2700007,KENDRIYA VIDYALAYA,VINOD KUMAR YADAV,Senior Secondary,31/03/2023,"C-2 JANAKPURI NEW DELHI ,110058","011 ,25551376",vkdhundhla@gmail.com,http://www.kvnehu.org
2700045,KENDRIYA VIDYALAYA,.,Secondary School,31/03/2022,"SECT-28, ROHINI WKING AT KENDRIYA VIDYALAYA, SECT -3, ROHINI CAMPUS, AT D-16, SECT-3, ROHINI, DELHI-110 085 ,110053","011 ,22198148",,
2700008,KENDRIYA VIDYALAYA,K Jayalakshmi Raju,Senior Secondary,31/03/2022,"TAGORE GARDEN NEW DELHI ,110027","011 ,25109436",kvtagoregarden@rediffmail.com,http://www.kvnhpclok.org
2700042,KENDRIYA VIDYALAYA,SHOBHA SHARMA,Secondary School,31/03/2025,"SHAKURBASTI, C/O K.V. PASCHIM VIHAR, OPP. AMBIKA VIHAR, NEW DELHI ,110087","011 ,25269441",kvshobha.sharma@gmail.com,
2700040,KENDRIYA VIDYALAYA,Pushpa Rani Yadav,Senior Secondary,31/03/2021,"SEC A-5, POCKET - 11, NARELA, DELHI ,110040","011 ,27787278",pryadav1819@gmail.com,
2700017,KENDRIYA VIDYALAYA,D V RAMKRISHNA,Senior Secondary,31/03/2024,"POCKET AN BLOCK SHALIMAR BAGH DELHI ,110088","011 ,27477494",kvshalimarbagh@yahoo.co.in,
2774009,KERALA EDUCATION SOCIETY SR SEC SCH,HARI KUMAR K G,Senior Secondary,31/03/2017,"CANNING ROAD NEW DELHI ,110001","011 ,23385725",principalkscanningroad@gmail.com,
2776012,KERALA SCHOOL,JAYANTHI R CHANDRAN,Senior Secondary,31/03/2023,"M BLOCK VIKASPURI NEW DELHI ,110018","011 ,25595475",jayarc88@gmail.com,
2788019,KHALSA GIRLS SR SEC SCHOOL,Amarjeet Kaur,Senior Secondary,31/03/2022,"CHUNA MANDI PAHARGANJ NEW DELHI ,110055","011 ,23586282",,
2730840,KHEMO DEVI PUBLIC SCHOOL,MRS. PRIYA MESH RAM,Senior Secondary,31/03/2024,"KHASRA NO. 33/4, STREET NO SAFIABAD ROAD, VILLAGE NEAR BHARAT GAS AGENCY, NARELA, DELHI-110040 ,110040",",01127281897",kdps2016@gmail.com,www.khemodevipublicschool.com
2778057,KHRIST RAJA SEC SCHOOL,sh martin thomas,Secondary School,31/03/2022,"(CONVENT OF JESUS MARY) BANGLA SAHIB ROAD NEW DELHI ,110001","011 ,23733119",,
2730110,KIIT WORLD SCHOOL,Sangeeta Bhatia,Senior Secondary,31/03/2024,"ZONE H-4 KESHMI APARTMENTS & DIPALI PITAM PURA DELHI ,110034","011 ,47502551",sangeeta_kamrah@yahoo.com,
2730069,KULACHI HANSRAJ MODEL SCHOOL,SNEH VERMA,Senior Secondary,31/03/2018,"ASHOK VIHAR PHASE III DELHI ,110052","011 ,27143364",sneh1959@gmail.com,
2788009,L D JAIN GIRLS SR SEC SCHOOL,SHASHI GUPTA,Senior Secondary,31/03/2024,"PAHARI DHIRAJ DELHI ,110006","011 ,23528202",SHASHILDJ@GMAIL.COM,
2730528,L K INTT SCHOOL,SARAMMA JACOB,Senior Secondary,31/03/2022,"OPP RAJIV GANDHI STD AUCHANDI ROAD, BAWANA, DISTT NORTH WEST DELHI, DELHI ,110039","011 ,65195298",sarasanthosh1970@yahoo.co.in,
2778060,L N GIRDHARI LAL K U SR SEC SCHOOL,Sunil Kumar Mishra,Senior Secondary,31/03/2025,"FATEHPURI BAGH DEWAR DELHI ,110006","011 ,23963213",skm1964.skm@gmail.com,
2784001,LADY IRWIN GIRLS SR SEC SCHOOL,G RAMA KIRPAL,Senior Secondary,31/03/2029,"CANNING ROAD NEW DELHI ,110001","011 ,23389729",gollamudirama@gmail.com,
2730160,LANCER'S CONVENT SR SEC SCHOOL,LATESH CHAUDHARY,Senior Secondary,31/03/2023,"PRASHANT VIHAR OUTER RING ROAD ROHINI NEW DELHI ,110085","011 ,27562816",principal@lancersconvent.net,www.lancersconvent.in
2730715,LAUREL HIGH THE SCHOOL,JYOTI MAHAJAN,Senior Secondary,31/03/2024,"BEHIND IDPL CHBS, (NEAR ASHIANA CHOWK), PITAM PURA, NEW DELHI-110034 ,110034","011 ,47096600",laurelhigh@rediffmail.com,http://www.laurel-high.com
